,Utterance,Content_Focus,Media_Production,Inclusive_Disposition,Social_Disposition,Collaborative_Disposition,Cross-Cultural_Disposition,Info_Sharing,Participatory_Teaching,Feedback,Idea_Introduction,Knowledge_Acquisition,Curiosity,Self-Awareness,Task_Orientation,Technical_Difficulty,Language_Issues
530,Does anyone else have a comment to make?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,"Um, I also agree, but I think Allison, um I think you did a good job though like trying to make it concise in a way. And I was also on set as a director and the lighting was so bad and I think it was edited well enough to make it look good, so yeah.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
532,"Ok, so I agree with Jake. It went a bit fast as well, but I do understand because you have like a...I understand that you guys have a four-minute, five minute limit on your videos, cause from personal experience, so so what you could do then, instead of like, I'm not sure if this has been done before, but you can make a part-one, video part 2 video and part 2 can go more in-depth into it. And part one has more of a general aspect, general information of optical illusions, but if you just like, just like not go too much into details, yeah or give them like reference links if they want to understand more about optical illusion and stuff. Okay, cool. Um, Tenzin, how's your video?",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
533,I'll share right now.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,Can you guys see it? I'll start it from the beginning.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,Alright. I Can see it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
536,"Um, your audio is not there but.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,Did you a hand make the subtitles? I mean hand write the subtitles?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,"Uh, I did didn't actually.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,Maybe actually...could somebody else maybe pull it up on their computer so we can...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,I can do it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,Cause this is on You-tube right so we.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,"Yeah, well um Tenzin",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,Let me un-share my screen.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,"Okay. so um. Um, wait what's the video called?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,"Come build your own group goldbreak machine, I think.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,You kind of look like the references come up.And you see the different type of references that You-tube has for you?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,I think she just went on the YouTube channel. There you go. This one.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Did you build one yourself yet or no?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Did you build a Rube Goldberg machine yourself yet or?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,Uh no. I could have never...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,"Okay, so any comments.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,I really like the way it was edited. I liked the b roll...of the kid actually..like... on the machine.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
553,"Oh, thank you. Thanks.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,Well it's like the breakdown of who did what for the video?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,"Well, I actually was sort of supposed to do a last-minute um Beck just came to me and asked me to do audio and her and Kevin were doing camera A and camera B, because you could see the two camera angles switching, and then Jayde was just interviewing the director sort of on how to build it.",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
556,And someone edited it?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,"Yeah, that was me. I also edited it.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,"Okay. Yeah. Guys, it's like if you guys worked on a project of someone else's, just mention it, so we know, and you're not gonna find out later, you know. Okay.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,It's actually my first editing job so.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,Oh. Wow. It's Pretty good.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Was there anything you learned in the process?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,"Um, it takes a lot of revisions to make sure to get the perfect one to go up on YouTube.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,"Yeah, I feel it. Okay. Um So, okay. Uh, So, how about Jake, Lameck and Christine? How do you guys feel about video? Does it make you like want to go and build a Rube Goldberg machine, because he knows the purpose of the video, right?",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
564,"As for me, I enjoyed the video but I have a question. So, what do work on that machine?",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
565,"What is the what? I didn't hear the middle part, sorry.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,"She's asking us to work on the machine, like what's the function of the machine?",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
567,"Um, basically, you sort of have an object at the beginning and it goes through a long obstacle course sort of. And at the end, the purpose of the one in the video was to hit the bell, um but a lot of other people make it to do maybe close, close a door or something. There's like a bunch of purposes that it can fulfill. You should try one.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
568,"Okay. Do you understand more about the machine? or do you like need a little more elaboration? Great. Okay, yes. How about you, Jake?",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
569,"Yeah, I'd like to say because you're inviting other kids and other people to come to New York Hall of Science to partake in this, correct?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,"Yeah, I mean I was idea in video, right?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,"So, I'd say in the video you might want to explain what is a Rube Goldberg machine.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
572,"Because correct me if I'm wrong, but it's a machine that's overcomplicated to do a simple task, right?",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
573,"So, I think maybe just added at the beginning the video so it's not you have to do this one task you can do several things anyway you want. I think that would make it more broad and help like little kids understand who might not know what this is. Other than that, it was good editing, good lighting, overall good video.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
574,Thank you. Cool lizard.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,Yeah. I'm gonna mention that too. Yes. I'm gonna casually just chilling on his shoulder.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,"Yeah, I was like [laugh]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,Yeah. This is Aries. He's a bearded dragon.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,"Okay. Cool, cool. Cool Little lizard.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,"So um. I Think that covers most people's project stuff. Um Lameck and Christine, do you guys have a popup-like a video. I mean have a PowerPoint or a video of some kind? It's totally fine if you don't have any. I was like wondering if you guys have anything to share today.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
580,"For me, I don't have a video. Mine is just a lot of explanations.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,Oh right. in the Sway.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,It's totally fine. It's totally fine. It's perfectly fine.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,Okay. Can you explain. Are you okay?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,"Okay. So, as I told you, I yeah, I was working on one of the Sustainable Development Goals that is clean water and sanitation. So, other than that, uh I was just looking for some of the creative ways in which uh, we can use to enhance clean water and uh good sanitation, apart from the government's initiated methods. So, other than that, I was about to explain how we can purify water and we have several ways in which you can use to purify water. We can boil, we can use chlorine and other chemicals. So, I had an interesting uh method. You can also use the UV rays to purify water, and uh according to research, it is one of the best way of purifying water because according to statistics, it is stated that it kills almost ninety-nine point ninety-nine percent of their micro-organisms, but as for me, I want to prove that it is the best way, so, with that, I want to maybe do some...go to the lab test and uh test, if, up, we refine water with the UV rays, it is the best way of refining water, I want to prove to people that uh it is the best way, I want to prove if it kills almost 99 percent of micro-organisms, that water we drink because if you can see that, now a days, many people are suffering with these kind of diseases like cholera and uh maleria, which are bad diseases. So, as for me I just had that now under. I also posted that question for you to help me in answering that question. I think you look at it later.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
585,"Alright. The other question, where did you post the question? Where did you post the question?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,"Oh, Christine, just go ahead and ask it. Just ask it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,"It's in the agenda, Ish. It's on towards...but Christine, do you want to go ahead and just tell us what the question? What is the question? Just tell us.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,"Oh, I see it.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,"Ok. Uh Apart from the the government-initiated methods that the government is using to enhance clean water and sanitation, what are the other creative ways which we can use, because we can see that creativity is one of the 21st century skills. So, what are some of the other creative ways that we can use to maybe deal with this uh issue of clean water and sanitation? So that was my question.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
590,"Okay. Well, for me this is the first time I've heard of you UV rays. But I think it's a brilliant idea.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
591,You come up with it? That's great.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,"So, uh the idea, I got it from a magazine. I read it from a magazine and I decided to go deeper and explain how it works. So, you consider the UV rays a form of killing the DNA, so killing the DNA, prevents the organism from reproducing. So, I'll go ahead and explain more when I prepare a Sway or a video. I am not yet through with that...that project, so, when I get through, I think... uh I'll explain more and more. Yeah.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
593,"Okay. An Interesting idea...to share that an interesting idea is that... the um...do you know how the antibiotics, when like when people abuse antibiotics, sometimes there are bacteria that grow resistant to it is...you might want to look into if possible for some bacteria you become resistant to the UV rays of treatment. That's something if you want to look at as well. Okay, alright. So, like does anyone have an answer to um Christine's question that she mentioned earlier? Um, that's a pretty tough question. Scientists have been dealing with it for a long time. I was just asking if anyone else could answer your question. To add something to answer your question.",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
594,"Some of it is add to that. Um, it's not my idea. It's something that's actually in use right now. I live in Las Vegas and our local water source is from Lake Mead and we have to treat that water before we can use it. So, we have a wastewater treatment plant here outside of town where they actually use ozone purify the water because ozone actually kills viruses and 100 percent of all bacteria and fungus. It's not cheap but it's a very effective way at purifying water that's actually in use and I think that could be something you could talk about as well, uh with your research and one thing I would like to ask is how cost effective is the UV radiation for purifying water and how can you apply UV radiation in that scale? I know they make UV whites. Like, I have a UV lamp here for my lizard, but which is just a giant scale version of that or is there another way to apply UV radiation to the water? Is my question.",1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
595,"Okay cool. That's also a pretty valid point cost effectiveness of actually treating the water itself. So yeah Christine like when you're doing more of your research, you might want to find out whether it's actually cost effective to use UV to treat water.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
596,Food. How about the group from from NYSci. Do you guys have a comment?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,I don't know that much about purifying water so I don't want to butcher anything and contribute anything that's not of any use so.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
598,I mean it doesn't have to be...like what you think about the idea. Do you think it's like a...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,Oh I didn't really. Yeah I think it's really interesting. I've never heard about UV rays stuff like that and I think it'd be informative for a lot of people.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
600,"Maybe you and Christine can like collaborate. Like she can give you the research and you can make a video about, you know, UV rays. That'd be pretty cool, right?",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
601,Yeah. I'd learn a lot.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,"Like both of you can help each other out. They anyone not having other comments? OK. So, I think this meeting has been pretty good so far. Oh. we all talked about it things as anything anyone wants to mention before we start closing off? (pause). No?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,"Well, Lameck, were you going to talk about.",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
604,All right I'm so sorry.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,"maybe, I think you were going to mention a project you were doing. (pause) Yes you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,"Okay. My project was...uh, about technology project, but let me share about the one I'm doing currently in the process is about trapping of sunlight and is an idea that just came up in the mind because how to make work easier because the sun's energy it can be used in so many ways. It can, you know, help in the same way you find water and also, you know, heating whereby, you know, can be used as...I don't know how to explain it, really, but uh. So, maybe I get back to you after I'm done with that research exactly, but now let me share about what I understand well. It's about anti-gravity. So, the idea was you know gravity, how to, you know, reduce the gravity itself and to be free from gravity and uh. So, we have...let me see, an anti-gravity so. we love, love low gravity capacities of gravity on a large scale. It's an idea that came up in my mind of how to make work easier using...how to raise boulders, you know, raising boulders is much harder when you have gravity. So, I found out a way on how to reduce gravity and you can raise the boulders. Heavy, heavy, heavy materials to higher ground so I want to learn the gravity, human brain, and uh, everything about using a magnet. Those are my projects.",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
607,"Alright, that sounds pretty cool. But that's a lot too. Must keep you busy. Yeah um...Could you elaborate monitoring like antigravity thing is like a machine or is it like a concept or something?",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
608,"Not really like a machine, but rather, it's a setup, this setup can reduce gravity so that I say that it's called the antigravity. So you create like a UFO, unidentified flying object. So, yeah. So that UFO can reduce gravity and uh so that region that you have the setup can...",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
609,"Okay, so are you still working on the setup?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,"Okay. Cool, cool, cool. So you want to get that done. That sounds pretty cool.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
611,So the setup it includes of uh simple household things,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
612,"Just simple household items such as, you know, glass, aluminum foil...",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
613,"Sorry Lameck, we didn't actually say anything but we missed a little bit of what you said you were talking about the materials. All we heard was aluminum foil...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Things cut off from there. I thought it was just me. 'Cause no one else was saying anything.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,"I was saying, starting from glass you know basic things of getting into you can start from using a glass. Aluminum foil, and you know and steel and copper coins. So, we have this setup, you will find out that they set up the job get it using the glass aluminum foil the copper coins and bedsheets, it you start to know the will be looked at it and then did so start using that concept, it can the quantity will allow that each anti-gravity so region that is not up to now be in the act to do so the region will be free of gravity and that gets the job. So that's just the basic concept about anti-gravity, so using this concept can get a region gravity. Whereby, uh, I only know this goes but I wish to create that larger region of about 1 kilometer free of gravity.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
616,During a mini set up already in many by my eye you can show us. I you still working on it?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,"So for now I have a Sway. So, I'm looking for a video. It does give you some time soon. The video is coming very soon. Oh no. I shall. Yes, you do. Guys. Yeah.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,I mean if you want you can share us the Sway.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,Yeah.You can like screenshare the Sway and walk us through it. That would be pretty cool.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Let me just share this Sway. (pause) Just a moment.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,Take your time. Anyone else have like a question about the gravity machine while you pull it up?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,Wait. Did you see the chat?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,The chat window. There are some questions.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,Oh. Okay. (mumbling) Also I think he mentioned earlier that like when lifting heavy objects he wants to reduce the work needed to like reduce the objects. That's why he wants to reduce gravity. He doesn't have a prototype. He's working on it. And why do you need to use materials. And how would you make the inside anti-gravity? I think he's still researching it and his own prototype.,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
625,"Okay. So the mic, there's a quick question about why you need to use materials.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
626,Why do you need those materials?,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
627,Really. That's the problem. It is in the Sway. So let me just show you. I'll answer your questions right there. He can just continue.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
628,"You know, as you're talking Lameck, I'm wondering if maybe somebody here um in one of the other sites might you do a mini prototype of what you're saying, like a quick video for you to incorporate into your project your project. You're saying that's very simple materials, right?",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
629,I made a prototype in the video you can see.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,Wow that's really cool. You think I can build a prototype right now?,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
631,Can you? Do you have the materials? Wait...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,"Right now. What makes you think that inspires you right now? Well, I mean like he said you can use household items. I'm assuming you have most of them home. I didn't know you could build like some kind of gravity machine with household items. I think that's really interesting.",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
633,"You know, this is the introductory part that's introduced about so I use gravity to introduce about gravity first, so that you not just really get the concept itself. Then, now, uh out of the links you can learn more about gravity from the things that are here that you can see. That now, now this the antigravity part (laugh) Yeah so, the objective...the objective here, so, the antigravity was just an idea of creating here that is free from the force of gravity. So, that's all about antigravity then uh it was discovered by uh genetic illusion, Podkletnov, he is a Russian physicist, then uh... It also been accepted by the NASA. And now, as you know these are the materials that you need and their functions. So, as you can see there is one glass which is best to hold the larger coin and the phone. You also need a phone to the larger coin. So, those two copper coins; one; will be out of the bottle outside of the glass, the other one will be inside the glass; so it's just like know, then, kitchen foil, that is the me then uh that's just job the microwave in a way that is produced by the vibrations, then uh the sticky tape that's what holds the glass together will be conducted, then a phone, the phone now, you keep it inside the glass, so inside so the glass will be, the you know uh just the pressure itself, will be conducted to use the microwave energy; so, next you put everything, you put which after you know, the kitchen foil will you know, like wrap it around the glass, so when you wrap it around the glass, now, you put them at, you test them. Look at this procedure yes, its see, uh so you stick the small pennies, uh the pennies, more pennies, now piece of paper in the glass the larger point in the glass on the phone, You put pressure on you know, uh not the other way round so, the impression model so that you can reduce the with chemical energy, then you wrap the entire glass with kitchen foil. Then, uh now, you make a point-stick and wrap around the top of the bedsheets to connect, then just place on the ground outside, so, when the spread the bedsheets around the glass, you spread them equal distances them equal distances, then you pay them the, you know, then start to dip, then uh place it outside. Then the phone, that is that the glass you hold it that can be you in it. Then they break. Then after some time, you'll see the glass rising.",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
634,Let me see if I can show you on Youtube. Just see if I can show you on YouTube.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,Really interesting. I've never heard of this before.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,Okay. Just a moment. (pause),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,Ish check on the Chat window.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,"So, the guys at NySci, you should try building this as well, right?",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,"Yeah, 'cause we have a lot of materials.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,"Well I think I care about it like I hope like literally but like, I think are outside, right? Let's again do it outside.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,"I mean, Lameck, do have to do it outside?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
642,Is there like any warnings?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,"Lameck, Did you hear that? Is there do can you do it outside? Do you have to do it. Can you do it inside?",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
644,"Outside. But outside. Well you know, Inside the house will not be effective as much as it would be outside. That's why it’s recommended it outside. I would say that better experience going to get you to.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
645,Thank you for clarifying and good question Elaine.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
646,"Yeah, you see, so too is start rising some type.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,It could be a ghost.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,What? Oh my God.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,"That's for them to go to but now that's from household items, but there is another setup that I need to share, but I'll share it soon, it to you now. See the display at the house. I didn't I just did this to make the poster come out clearly but. try them now Now the other way, there's another way to get that gravity now, on the larger region. As I say, be up to one kilometer, so it really needs a lot of you know it starts under you know setups. That's why, you know...really need that",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
650,"Before you start on your one kilometer project I should probably start on a smaller scale like try making them try making like a smaller version of it and I'm like show it to us as well. We'll do you like the people at NYSCI try to build one. Once you have your set up and instructions, maybe you then you can post instructions like the materials so that people at NYSCI can make one of their own, right? That way you can check out if you like rises in different heights in different places. And that might be something interesting to explore as well. And once you get a prototype done so you can get other people involved to make it as well. Okay. cool. Does anyone else have any ideas or questions about the anti-gravity machine?",1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
651,I agree with what Ish said. It looks like you would like labs where these kind of experiments is always better to do like a small scale because you waste of time.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
652,"Yeah. Um, Hi Zach. I do have a project something I want to talk about my question. Hi Zach.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,I don't have any questions...just learning from you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,"OK. Cool. So, does anyone they don't have anything else, I feel like they have any questions and he has no one mentioned before you start closing off, officially now.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,"I have one question. Kind of a long one. Um, anitgravity because it's the force of foerces repelling each other right, to create lift off of gravity creating anti-gravity. And you say you want humans that will fly, in a way, like birds. My question is if you're in the air, how would you create the momentum to be able to move while experiencing this anti-gravity? What would You be able to move stuff over this one kilometer, hypothetically, or do you need more research on that? That's my question.",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
656,"OK. You see now, antigravity concept, as I said on the uses of the importance one of them is the ability to three months to fly, so that's important, so that one I was saying that going another setup, but not the not the one that is shared, so, maybe when I'm done that the other setup, so, I just shared it with you, and now you'll see where the it does so humans the ability for months to fly comes up altogether. Yeah.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
657,Okay cool. Thank you for the explanation Lameck.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,I'm looking forward to what you come up with. I think you'll be really cool.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
659,"Yeah, that sounds cool,I've never seen something like that before, so that sounds really interesting as well. Okay. Um. So is everyone good? Yes, Danielle?",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
660,"I was just going to say for reference, um I put Lameck's Sway into the agenda. So, a list of materials and whatnot is in there. It's easy for anyone to kind of take a look up and explore to create a prototype he is suggesting.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,"Okay. So um, I guess this is a good meeting guys. Okay. Well thanks for showing up. Make sure you leave, make sure you do reflections, because they are important. Okay?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,I'll go ahead just because you know this might not be a familiar scenario to anyone want to go ahead and put the link to the agenda in the chat window right now.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,"Oh, we put that up already. All right.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,"Oh you did? So, everybody, everybody already saw it, then.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,I guess some post it again to be on the safe side. Just on the safe side. All right. Cool. Thank you everyone. Danielle you staying on afterwards to talk with me?,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,"Yeah. And I just want to echo u,m Ish, thank you. great job. And everyone please please um, fill out the reflections. And I know that it's late or in some cases very early for everyone. But soon after, even if it's a little bit short it's helpful because you're not going to have the same feelings that you have on, if you fill it out later on. So, if the moment is really ideal. Get it out of it take care of it. So, I hope to see you there in typing in the reflections.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,All so much for joining me this evening. And this morning. Appreciate it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,See if I can...,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,We're recording. Awesome.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,"OK. All right. So, yeah, it seems like we had some great ideas, right? So do you guys want to, I guess one might be to, first is to, maybe we can reiterate what our ideas were and then if we, for each one, if we can go round and if we have any comments or feedback or anything to contribute or ideas of how we could work together...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,"Seung Bok, can we quickly just go over our names really quickly because there were like 20 people there if that's all right with you. I know we have Jennifer and Emily. Emily, say hi. (Emily waves) And then Jennifer's over there. (Jennifer waves) And then I'm Toby. And then Seung Bok is our leader. And then and then the Meghan K?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
672,Meghan? OK. And then Joe? Is Joe in this group? And then.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
673,Zach is also there.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
674,Zach. Got it. OK. And then.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,"And Dr. H is here. Dr. Hamilton, say hi, Dr. Hamilton.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
676,"I'm leaving. I just calling to get, I was just trying to get Ateamate, but.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
677,She's there! (cross talk) Hi Ateamate!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
678,Oh you're just here to get Ateamate. I thought you were joining us!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
679,"Ok and then the Marsden. And then if you can introduce again, I don't I if you can introduce the lovely people in the back again really quickly.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
680,Yeah. So my name is Marsden. So I'll start with uh you.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
681,"My, my name is Ashley.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,My name is Petrafandi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
683,My name is Ashley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,My name is Kara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,"Danielle, can you (inaudible).",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
686,"Yeah. Danielle, I'm just wondering if you can give me co-host privileges and Ateamate, can you let me know if you're, can you, and Danielle, can you send Ateamate to our group? So I'm going back to the other group.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
687,"Yeah. Danielle is not in this room right now, so I don't think she can hear you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688,"OK, Seung, can you give me co-host privileges, from your device?",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,"I. I will try. Oh, yes, I think I can. So you do have co-host privileges, already.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
690,"Okay. Okay. And can you, let's see. Um. I'm trying to see if we can get Ateamate into the other room.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
691,Ok. Into the room,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
692,Ateamate (audio cut out) In the room that only has Shad in it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
